Code;Comment;Code Group 1;Code Group 2;Code Group 3;Code Group 4
T11 – Stream Processing & Event‑Driven Architectures (Edge): Rule Connection;;;ATLAS;;
T11 – Stream Processing & Event‑Driven Architectures (Edge): Rule Weakening;;;ATLAS;;
T11 – Stream Processing & Event‑Driven Architectures (Edge): SQL-based Rule Engine;;;ATLAS;;
T11 – Stream Processing & Event‑Driven Architectures (Edge): Subscriber Action;;;ATLAS;;
T12. Data Storage, Persistence & Caching;;Themes;;;
T12. Data Storage, Persistence & Caching: Backup and Restore Functionality;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Data Integrity;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Data Persistence;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Data Storage Management;;;;Research 1;
T12. Data Storage, Persistence & Caching: Database Configuration;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Distributed Storage Solution;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Local Storage;;;ATLAS;;
T12. Data Storage, Persistence & Caching: restrictions to storage volume;;;ATLAS;;
T12. Data Storage, Persistence & Caching: S3;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Storage Engine Options;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Storage Volume Path;;;ATLAS;;
T12. Data Storage, Persistence & Caching: Vector Database Functionality;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration;;Themes;;;
T13. Sensor Abstraction & Hardware Interface Integration: API Integration;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: API Readiness;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Astarte Integration;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Camera Setup;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Data Collection;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Data Integration;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Driver Service;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Edge Device Connection;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Embedded Systems;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Hardware and Software Development;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Hardware Compatibility;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Hardware-Agnostic Specification;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Hybrid Edge Device;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Integration of DPU IP;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: IoT Integration;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Linux Workload;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Local Device Connection;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Microcontroller Support;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Mobile IoT;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: REST API Integration;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Sensor Data Handling;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Signal Collection;;;ATLAS;;
T13. Sensor Abstraction & Hardware Interface Integration: Vehicle Data Management;;;ATLAS;;
T14. Edge Development Frameworks & Programmability;;Themes;;;
T14. Edge Development Frameworks & Programmability: Application Creation;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Application Services;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Browser-Based Applications;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Client Application Development;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Command Execution;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Command Line Interface;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Cross-Platform Runtime;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Custom Solutions;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Custom Tasks;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Dashboard Functionality;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Data-Centric Edge Programming Model;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Debugging Techniques;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Developer Support;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Dynamic Application Management;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Dynamic Library Usage;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Easy Development Features;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Easy Sharing;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Error Handling;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Frontend Interaction;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Function Call;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Functions List;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Input and Output;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Language Supports;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Low Debugging Difficulty;;;;Research 1;
T14. Edge Development Frameworks & Programmability: Modification Proposals;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Open-Source Project;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Programming Language Support;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Reusable Content;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Script Utilization;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: SDK Availability;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Service Build;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Tailored Solutions;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Task Factory;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Testing Practices;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Text-based User Interface;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: User Interaction;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: User-defined Modules;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: User-defined Passes;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: User-Friendly APIs;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Visual Context;;;ATLAS;;
T14. Edge Development Frameworks & Programmability: Web-Based Interface;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge;;Themes;;;
T15. DevOps, CI/CD & Build Environments for Edge: Branch Environments;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Code Review;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Collaborators Interaction;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Consistent Tool Usage;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Container Engines;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Container Image Building;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Container Isolation;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Containerized Deployments;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Deployment Environment;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Docker Container Mode;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Docker Engine Communication;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: GitOps Management;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Cluster Management;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Native Platform;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Tools;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: New Process Initialization;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: OCI-compliant Runtimes;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Red Hat OpenShift GitOps;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Red Hat OpenShift Pipelines;;;ATLAS;;
T15. DevOps, CI/CD & Build Environments for Edge: Single Dockerfile Usage;;;ATLAS;;
T16. LPWAN/LoRaWAN & Other Long‑Range Low‑Power Communications;;Themes;;;
T16. LPWAN/LoRaWAN & Other Long‑Range Low‑Power Communications: Long-Range Communication;;;ATLAS;;
T16. LPWAN/LoRaWAN & Other Long‑Range Low‑Power Communications: Low-Power Connected Objects;;;ATLAS;;
T17. Network Virtualisation, VPNs & SDN at the Edge;;Themes;;;
T17. Network Virtualisation, VPNs & SDN at the Edge: Network Virtualization;;;ATLAS;;
T17. Network Virtualisation, VPNs & SDN at the Edge: Overlay Networking;;;ATLAS;;
T17. Network Virtualisation, VPNs & SDN at the Edge: Segmentation;;;ATLAS;;
T17. Network Virtualisation, VPNs & SDN at the Edge: Software-Defined Networking;;;ATLAS;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies;;Themes;;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies: Data Usage Control;;;ATLAS;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies: Identity Translation;;;ATLAS;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies: Identity Translation Module;;;ATLAS;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies: Identity Translation Pattern;;;ATLAS;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies: Policy Engine;;;ATLAS;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies: Trust Establishment;;;ATLAS;;
T18. Trusted Connectors, Data Sovereignty & Usage Policies: Trusted Connectors;;;ATLAS;;
