frag_ID,repo_ID,repo_name,fragments,quality_requirements (ISO 25010),fragments_source
F141,143,lf-edge/eve,"""EVE-OS enables scalable, centralized management for large volumes of highly-distributed edge compute nodes""",Interaction Capability,https://lfedge.org/projects/eve/
F142,148,loxilb-io/loxilb,"""The rationale of external mode is to provide users a similar look and feel whether running loxilb in an on-prem or public cloud environment.""",Compatibility,https://docs.loxilb.io/latest/kube-loxilb/#what-is-kube-loxilb
F143,148,loxilb-io/loxilb,"""Public-cloud environments usually run load-balancers/firewalls externally in order to provide a secure/dmz perimeter layer outside actual workloads.""",Security,https://docs.loxilb.io/latest/kube-loxilb/#what-is-kube-loxilb
F144,148,loxilb-io/loxilb,"""kube-loxilb runs as a deloyment set in kube-system namespace. It is a control-plane component that always runs inside k8s cluster and watches k8s system for changes to nodes/end-points/reachability/LB services etc.""",Performance Efficiency,https://docs.loxilb.io/latest/kube-loxilb/#what-is-kube-loxilb
F145,148,loxilb-io/loxilb,"""loxilb docker is a self-contained entity and easily managed with well-known tools like docker, containerd, podman etc.""",Maintainability,https://docs.loxilb.io/latest/kube-loxilb/#this-usually-leads-to-another-query-in-external-mode-who-will-be-responsible-for-managing-this-entity
F146,148,loxilb-io/loxilb,"""Better performance is desired due to active-active clustering but network devices/hosts must be capable of supporting ECMP.""",Performance Efficiency,https://docs.loxilb.io/latest/ha-deploy/#setup_2
F147,148,loxilb-io/loxilb,"""Need fast failover detection and service continuity.""",Performance Efficiency,https://docs.loxilb.io/latest/ha-deploy/#ideal-for-use-when_4
F148,148,loxilb-io/loxilb,"""Tracks and directs the external traffic destined to svc to the endpoints. Monitors endpoint's health and chooses active endpoints, if configured.""",Reliability,https://docs.loxilb.io/latest/ha-deploy/#roles-and-responsiblities-for-loxilb_4
F149,148,loxilb-io/loxilb,"""Syncs the long-lived connections to all other configured loxilb peers.""",Reliability,https://docs.loxilb.io/latest/ha-deploy/#roles-and-responsiblities-for-loxilb_3
F150,148,loxilb-io/loxilb,"""Automates provisioning of BGP-peering between loxilb pods.""",Maintainability,https://docs.loxilb.io/latest/ha-deploy/#roles-and-responsiblities-for-kube-loxilb_1
F151,148,loxilb-io/loxilb,"""Sets up loxilb in one-arm svc mode towards end-points.""",Maintainability,https://docs.loxilb.io/latest/ha-deploy/#roles-and-responsiblities-for-kube-loxilb_1
F152,148,loxilb-io/loxilb,"""Clients and Cluster are in different subnets. Clients and svc VIP need to be in different subnet (cluster end-points may also be in different networks).""",Compatibility,https://docs.loxilb.io/latest/ha-deploy/#setup_2
F153,148,loxilb-io/loxilb,"""Ideal for cloud deployments.""",Flexibility,https://docs.loxilb.io/latest/ha-deploy/#setup_1
F154,148,loxilb-io/loxilb,"""--blacklist=cni[0-9a-z]|veth.|flannel."" [...] ""regex must be used with calico CNI.""",Security,https://docs.loxilb.io/latest/ha-deploy/#roles-and-responsiblities-for-loxilb_2
F155,148,loxilb-io/loxilb,"""In case of failure, BFD will detect the failure. BACKUP loxilb will update its state to new master.""",Reliability,https://docs.loxilb.io/latest/ha-deploy/#failover_4
F156,154,mindspore-ai/mindspore,"""Efficient execution is reflected in computing, data preprocessing, and distributed training.""",Performance Efficiency,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F157,154,mindspore-ai/mindspore,"""Data processing (MindSpore Data): provides high-performance data loading, data preprocessing functions.""",Performance Efficiency,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F158,154,mindspore-ai/mindspore,"""Compiler Optimization (MindCompiler): [...] performs global performance optimizations, including hardware-independent optimizations such as auto-differentiation and algebraic reduction, and hardware-relevant optimizations such as graph-operation fusion and operation generation.""",Performance Efficiency,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F159,154,mindspore-ai/mindspore,"""Unified deployment for all scenarios means that the framework supports cloud, edge, and device scenarios.""",Flexibility,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F160,154,mindspore-ai/mindspore,"""MindIR provides a unified IR format for the device and cloud, which defines logical network structures and operator attributes through a unified IR, and decouples model files in MindIR format from hardware platforms to implement one-time training and multiple-time deployment.""",Flexibility,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F161,154,mindspore-ai/mindspore,"""MindSpore Armour module to provide an AI security mechanism for MindSpore.""",Security,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F162,154,mindspore-ai/mindspore,"""The simplest scenario to ensure AI security is from the perspective of attack and defense. For example, attackers inject malicious data in the training phase to affect the inference capability of AI models.""",Security,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F163,154,mindspore-ai/mindspore,"""As an all-scenario AI framework, MindSpore supports different series of hardware in the device (mobile phone and IoT device), edge (base station and routing device), and cloud (server) scenarios, including Ascend series products and NVIDIA series products, Qualcomm Snapdragon in the ARM series, and Huawei Kirin chips.""",Compatibility,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F164,154,mindspore-ai/mindspore,"""MindSpore unifies the coding methods of single device and distributed training. Developers do not need to write complex distributed strategies. They can implement distributed training by adding a small amount of code to the single device code.""",Compatibility,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F165,154,mindspore-ai/mindspore,"""Easy development features user-friendly APIs and low debugging difficulty.""",Interaction Capability,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F166,154,mindspore-ai/mindspore,"""MindSpore provides a Python programming paradigm. Users can build complex neural network models using Python's native control logic, making AI programming easy.""",Interaction Capability,https://www.mindspore.cn/tutorials/en/master/beginner/introduction.html
F167,163,MontiCore/montithings,"""MontiThings automatically makes modification proposals according to which either new hardware is purchased or rules are weakened...""",Performance Efficiency,https://www.se-rwth.de/research/MontiThings/
F168,163,MontiCore/montithings,"""...components can also serialize their state directly (usually after a constant number of processed messages) and store it in a central system.""",Performance Efficiency,https://www.se-rwth.de/research/MontiThings/
F169,163,MontiCore/montithings,"""Even if developers take great care in modeling their application, unfortunately not all errors are always predictable.""",Reliability,https://www.se-rwth.de/research/MontiThings/
F170,163,MontiCore/montithings,"""MontiThings provides tools and methods to analyze such errors as well as to fix them automatically (within certain limits).""",Reliability,https://www.se-rwth.de/research/MontiThings/
F171,163,MontiCore/montithings,"""At runtime, log messages of components can be traced within the architecture similar to a 'stack trace' to find the root cause of their occurrence.""",Reliability,https://www.se-rwth.de/research/MontiThings/
F172,163,MontiCore/montithings,"""If a component fails because the IoT device running it is no longer functional, one possible automatic troubleshooting strategy is for MontiThings to transfer the component to another suitable device.""",Reliability,https://www.se-rwth.de/research/MontiThings/
F173,163,MontiCore/montithings,"""Architectures can be observed at runtime and then modified by model-to-model transformations to make their behavior reproducible for developers retrospectively.""",Maintainability,https://www.se-rwth.de/research/MontiThings/
F174,163,MontiCore/montithings,"""To handle non-deterministic behavior and to reduce the complexity of this procedure to O(1)...""",Maintainability,https://www.se-rwth.de/research/MontiThings/
F175,163,MontiCore/montithings,"""Device owners can express their local requirements in the form of rules. For example, you can prohibit recording software from running in the bedroom or require that smoke detector components are executed in each room.""",Security,https://www.se-rwth.de/research/MontiThings/
F176,163,MontiCore/montithings,"""MontiThings includes an app store concept that separates hardware and software development.""",Interaction Capability,https://www.se-rwth.de/research/MontiThings/
F177,163,MontiCore/montithings,"""The hardware developers on the other hand develop the drivers necessary to connect software components to their hardware.""",Interaction Capability,https://www.se-rwth.de/research/MontiThings/
F178,258,nesl/auritus,"""First, pair the earable you want to use with your smartphone via Bluetooth. Next, open the app, type the device name as it appeared when pairing, and press CONNECT TO DEVICE.""",Interaction Capability,https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F179,258,nesl/auritus,"""To stop logging data, click DISCONNECT FROM DEVICE.""",Interaction Capability,https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F180,258,nesl/auritus,"""The app starts to log earable data. The data is stored in .csv format in Internal Storage/ESENSE_DATA/RAW_X.txt.""",Reliability,https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F181,258,nesl/auritus,"""We setup six Optitrack Prime 13 cameras in the MoCap setup in conjunction with Motive:Tracker software to collect head-pose data.""",Reliability,https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F182,258,nesl/auritus,"""To find the azimuth angle, elevation angle and distance of the targets from the spot where participants sit, we used a laser rangefinder and digital compass in smartphone.""","Reliability, Flexibility",https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F183,258,nesl/auritus,"""We use eSense earables from Nokia Bell Labs.""",Functional Suitability,https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F184,258,nesl/auritus,"""We use sticky notes to place head-pose targets around the room.""",Functional Suitability,https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F185,258,nesl/auritus,"""We use laser pointers to guide the head-movements of participants.""",Functional Suitability,https://github.com/nesl/auritus/tree/main/Data%20Collection%20Module
F186,258,nesl/auritus," ""We recommend using the MATLAB IEKF script for prototyping IEKF, while using Python scripts to prototype Madgwick, Mahony and complementary filter.""",Functional Suitability,https://github.com/nesl/auritus/blob/main/Filter%20Development%20and%20Deployment/README.md#filter-development-and-deployment-module
F187,258,nesl/auritus,"""The C files have been tested in Arduino for Mbed-enabled and AVR-RISC microcontrollers.","Performance Efficiency, Maintainability, Reliability",https://github.com/nesl/auritus/tree/main/Filter%20Development%20and%20Deployment#filter-development-and-deployment-module
F188,258,nesl/auritus,"""The complementary filter is written to operate with MPU-6050 IMU breakout.""",Compatibility,https://github.com/nesl/auritus/tree/main/Filter%20Development%20and%20Deployment#filter-development-and-deployment-module
F189,258,nesl/auritus,"""It will automatically create a folder with appropriate subject ID and slice the activity data automatically.""",Functional Suitability,https://github.com/nesl/auritus/blob/main/Data%20Labeling%20Module/README.md#how-to-do-labeling-for-activity-detection
F190,258,nesl/auritus,"""You should see the cursor_info variable in the workspace now, whose size should be 1X18 (for 9 activities).""",Functional Suitability,https://github.com/nesl/auritus/blob/main/Data%20Labeling%20Module/README.md#how-to-do-labeling-for-activity-detection
F191,258,nesl/auritus,"""The training folder contains guide (and necessary code) on how to train conventional activity classification models in MATLAB.""",Functional Suitability,https://github.com/nesl/auritus/tree/main/Model%20Development%20and%20Deployment#model-development-and-deployment
F192,258,nesl/auritus,"""The Jupyter notebook for each model primarily imports the dataset, extracts features (optional), performs hyperparameter tuning or NAS via Bayesian optimization, trains the best model and provides deployable C++ / .tflite files for model deployment.""","Functional Suitability, Interaction Capability, Compatibility",https://github.com/nesl/auritus/tree/main/Model%20Development%20and%20Deployment#model-development-and-deployment
F193,258,nesl/auritus,"""We also provide the best-performing pre-trained conventional models.""","Performance Efficiency, Reliability",https://github.com/nesl/auritus/tree/main/Model%20Development%20and%20Deployment#model-development-and-deployment
F194,258,nesl/auritus,"""Before running the code in TinyML Models, please run data_prep.py to prepare the dataset ready for use by the dataset importer used in the TinyML model scripts.""",Performance Efficiency,https://github.com/nesl/auritus/tree/main/Model%20Development%20and%20Deployment#model-development-and-deployment
F195,258,nesl/auritus,"""The TinyML models are written to be trained on GPU.""","Performance Efficiency, Compatibility, Reliability",https://github.com/nesl/auritus/tree/main/Model%20Development%20and%20Deployment#model-development-and-deployment
F196,258,nesl/auritus,"""The best-performing pre-trained conventional models in each folder within the Deployment folder to allow users run the deployment scripts.""",Compatibility,https://github.com/nesl/auritus/tree/main/Model%20Development%20and%20Deployment#model-development-and-deployment
F197,194,pytorch/executorch,"""In order to target on-device AI with diverse hardware, critical power requirements, and realtime processing needs, a single monolithic solution is not practical. Instead, a modular, layered, and extendable architecture is desired.""",Flexibility,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md#high-level-architecture-and-components-of-executorch
F198,194,pytorch/executorch,"""Program preparation is often simply called AOT (ahead-of-time) because export, transformations and compilations to the program are performed before it is eventually run with the ExecuTorch runtime, written in C++. To have a lightweight runtime and small overhead in execution, we push work as much as possible to AOT.""",Performance Efficiency,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md#program-preparation
F199,194,pytorch/executorch,"""This architecture greatly improves portability, allowing engineers to use a performant lightweight, cross-platform runtime that easily integrates into different devices and platforms.""",Flexibility,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md#high-level-architecture-and-components-of-executorch
F200,194,pytorch/executorch,"""Optionally, quantization, either QAT (quantization-aware training) or PTQ (post training quantization) can be applied to the whole ATen graph before converting to Core ATen. Quantization helps with reducing the model size, which is important for edge devices.""",Safety,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md#export
F201,194,pytorch/executorch,"""User-defined passes. Target-specific transforms can also be performed by the user. Good examples of this are kernel fusion, async behavior, memory layout conversion, and others.""",Maintainability,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md#edge-compilation
F202,194,pytorch/executorch,"""On most Edge environments, dynamic memory allocation/freeing has significant performance and power overhead. It can be avoided using AOT memory planning, and a static execution graph.""",Performance Efficiency,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md#compile-to-executorch-program
F203,194,pytorch/executorch,"""ExecuTorch has the selective build APIs, to build the runtime that links to only kernels used by the program, which can provide significant binary size savings in the resulting application.""","Performance Efficiency, Flexibility",https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md#runtime-preparation
F204,257,ztachip/ztachip,"""But with ztachip, data are loaded from external memory into internal memory in a streaming fashion with prefetching and no round-trip delay. This results in huge gain in memory bandwidth usage efficiencies.""",Performance Efficiency,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F205,257,ztachip/ztachip,"""Each vector element additions are carried out by separate threads and pcores, enable huge processing parallelism.""",Performance Efficiency,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F206,257,ztachip/ztachip,"""The goal for DSL is to provide a programming language that is: Easy to use and learn.""",Interaction Capability,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F207,257,ztachip/ztachip,"""Hide the complexity of hardware implementation from software users.""",Interaction Capability,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F208,257,ztachip/ztachip,"""Tensor-core programs are C-program but with some special extensions.""",Maintainability,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F209,257,ztachip/ztachip,"""There is a compiler provided with ztachip that converts these special extension to tensor instructions before the program can then be compiled with standard RISCV C compiler.""",Maintainability,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F210,257,ztachip/ztachip,"""Due to limited memory, all tensor operator objects are singleton and overlapped in memory. Users must partition these objects in such a way that they are not in use at the same time.""",Reliability,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F211,257,ztachip/ztachip,"""With vector addition example above, traditional architecture requires each vector elements (or a small number of them for the case of vector extension) to be loaded first to memory one at a time and then followed by addition.""",Performance Efficiency,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F212,257,ztachip/ztachip,"""This would create a lot of memory round trip delay and stall cycles when data is not readily available in L1 cache.""",Performance Efficiency,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F213,257,ztachip/ztachip,"""Tensor-core programs are codes that run on RISCV.""",Compatibility,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F214,257,ztachip/ztachip,"""p-core program implements the tensor operators that are referenced by tensor-core programs.""",Compatibility,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F215,3,absmach/supermq,"""Magistrala uses NATS as its default messaging backbone, due to its lightweight and performant nature. You can treat its subjects as physical representation of Magistrala channels, where subject name is constructed using channel unique identifier. Magistrala also provides the ability to change your default message broker to RabbitMQ, VerneMQ or Kafka.""",Compatibility,https://docs.magistrala.abstractmachines.fr/architecture/#messaging
F216,3,absmach/supermq,"""Magistrala platform can be run on the edge as well. Deploying Magistrala on a gateway makes it able to collect, store and analyze data, organize and authenticate devices.""",Flexibility,https://docs.magistrala.abstractmachines.fr/architecture/#edge
F217,3,absmach/supermq,"""The platform is built upon SuperMQ which is built around 2 main entities: users and clients.""",Maintainability,https://docs.magistrala.abstractmachines.fr/architecture/#domain-model
F218,9,aklivity/zilla,"""Zilla is stateless, cloud-native, and supports various network and application protocols, including HTTP, Kafka, SSE, MQTT, gRPC, and WebSocket (additional protocols are on the way).""",Flexibility,https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#what-is-zilla
F219,9,aklivity/zilla,"""Zilla has no external dependencies, is stateless, and is highly memory efficient. When deployed as an edge proxy, it scales horizontally to support millions of concurrently connected clients.""",Performance Efficiency,https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#self-contained-stateless-architecture
F220,9,aklivity/zilla,"""Zilla supports payload schema specifications for message validation and translation.""",Reliability,https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#protobuf-avro-and-json-schema-payloads
F221,9,aklivity/zilla,"""Zilla can terminate TLS and supports JWT-based authorization for REST, SSE, and MQTT endpoints/services.""",Security,https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#security
F222,9,aklivity/zilla,"""Zilla can expose a Prometheus metrics endpoint and logs events to stdout. Additionally, Zilla supports OpenTelemetry for both metrics and logging.""",Maintainability,https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#observability
F223,13,AmbiqAI/heartkit,"""HeartKit provides several built-in heart-monitoring tasks. Each task is designed to address a unique aspect such as ECG denoising, segmentation, and rhythm/beat classification. The tasks are designed to be modular and can be used independently or in combination to address specific use cases.""",Maintainability,https://ambiqai.github.io/heartkit/tasks/?h=intro#introduction
F224,13,AmbiqAI/heartkit,"""In addition to the built-in tasks, custom tasks can be created by extending the HKTask base class and registering it with the task factory.""",Maintainability,https://ambiqai.github.io/heartkit/tasks/?h=intro#introduction
F225,13,AmbiqAI/heartkit,"""The task factory, TaskFactory, provides a convenient way to access the built-in tasks. The factory is a thread-safe singleton class that provides a single point of access to the tasks via the tasks' slug names.""",Reliability,https://ambiqai.github.io/heartkit/tasks/?h=intro#task-factory
F226,13,AmbiqAI/heartkit,"""Bring-Your-Own-Task (BYOT) is a feature that allows users to create custom tasks by extending the HKTask base class and registering it with the TaskFactory. This feature is useful for addressing specific use cases that are not covered by the built-in tasks.""","Functional Suitability, Maintainability",https://ambiqai.github.io/heartkit/tasks/?h=intro#bring-your-own-task-byot
F227,13,AmbiqAI/heartkit,"""Signal denoise is the process of removing noise from a physiological signal such as ECG. This task is useful for improving the quality of the signal and for further downstream tasks such as segmentation in which noise can interfere with the delineation of individual waves.""",Functional Suitability,https://ambiqai.github.io/heartkit/tasks/?h=intro#signal-denoise
F228,13,AmbiqAI/heartkit,"""Rhythm classification is the process of identifying abnormal heart rhythms, also known as arrhythmias, such as atrial fibrillation (AFIB) and atrial flutter (AFL) from ECG signals.""",Functional Suitability,https://ambiqai.github.io/heartkit/tasks/?h=intro#rhythm-classification
F229,22,aws/aws-iot-fleetwise-edge,"""AWS IoT FleetWise is an AWS service that enables automakers and fleet operators to collect, store, organize, and monitor data from vehicles.""",Functional Suitability,https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F230,22,aws/aws-iot-fleetwise-edge,"""AWS IoT FleetWise can be used by OEM engineers and data scientists to build vehicle models that can be used to build custom data collection schemes.""",Maintainability,https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F231,22,aws/aws-iot-fleetwise-edge,"""Customers can define the data collection schemes to trigger based on a schedule or on specific conditions such as, but not limited to: 1. Ambient temperature dropping to below 0 degree or 2. Vehicle crosses state lines or 3. Active diagnostic trouble codes.""","Functional Suitability, Interaction Capability",https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F232,22,aws/aws-iot-fleetwise-edge,"""FWE receives two documents: 1. Decoder Manifest - this document describes how signals are collected from the vehicle, and will include details such as, but not limited to: Bus ID, network name, decoding information, etc.""",Compatibility,https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F233,22,aws/aws-iot-fleetwise-edge,"""2. Data Collection Schemes - this document describes what signals to collect. It also describes the condition logic that defines the enablement of the trigger logic that allows these signals to be collected, for example, when Vehicle Speed > 100 km/Hr and Driver Seatbelt is Off and Ambient Temperature < 0 degree C.""",Reliability,https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F234,23,axem-solutions/dem,"""The Development Environment Manager (DEM) provides an abstraction layer for the Development Platform, which encompasses a collection of available resources, such as registries, catalogs, container engines, and more.""",Maintainability,https://www.axemsolutions.io/dem_doc/latest/design/#architectural-overview
F235,23,axem-solutions/dem,"""DEM implements commands that can interact with the platform. These commands can be executed using the command line interface (CLI). Additionally, some commands utilize a Text-based User Interface (TUI) that can be presented on the user's terminal.""",Interaction Capability,https://www.axemsolutions.io/dem_doc/latest/design/#architectural-overview
F236,23,axem-solutions/dem,"""The CLI can communicate with the platform in two ways: 1. Over the Platform API, which can be achieved by instantiating the DevEnvLocalSetup class. 2. By registering a UserOutput class, which is used by the core modules to interact with the user.""",Compatibility,https://www.axemsolutions.io/dem_doc/latest/design/#architectural-overview
F237,23,axem-solutions/dem,"""The platform module depends on the rest of the resources. This concept allows for the creation of a unified interface for all internal resources.""",Maintainability,https://www.axemsolutions.io/dem_doc/latest/design/#core-components
F238,23,axem-solutions/dem,"""Docker is used to communicate directly with the Docker Engine. (The Docker CLI is not utilized.)""",Performance Efficiency,https://www.axemsolutions.io/dem_doc/latest/design/#docker
F239,23,axem-solutions/dem,"""A registry acts as a storage for tool images, allowing them to be stored without consuming space on a developer's computer. This storage facilitates easy sharing of images among collaborators, ensuring consistent tool usage across the project team.""",Flexibility,https://www.axemsolutions.io/dem_doc/latest/basics/#registry-and-repository
F240,24,Azure-Samples/azure-iot-edge-identity-translation-lite,"""This identity translation module is based on the IdentityTranslationLite design and implements the Identity Translation Pattern. This pattern contains both protocol translation and identity translation.""",Compatibility,https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#introduction
F241,24,Azure-Samples/azure-iot-edge-identity-translation-lite,"""The Identity Translation module should be configured in the routing table of the IoT Edge device to receive messages from the protocol translation module and send messages to the IoTHub (upstream).""",Performance Efficiency,https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#message-routing
F242,24,Azure-Samples/azure-iot-edge-identity-translation-lite,"""If this is the first messages received for this leaf device (the leafDeviceId cannot be found in the local device repository), a 'LeafEvent' of type 'create' is sent to the IoTHub indicating that the device should be created by the Azure Function in Azure.""",Reliability,https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#message-processing
F243,24,Azure-Samples/azure-iot-edge-identity-translation-lite,"""The leaf devices are using a symmetric key to authenticate with IoTHub. The symmetric key that is used for this authentication is calculated from the id of the leaf device and the symmetric key of the identity module.""",Security,https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#device-identity
F244,24,Azure-Samples/azure-iot-edge-identity-translation-lite,"""The solution also comprises a cloud section that takes care of provisioning the device on the IoT Hub and assigning it as a child of the IoT Edge device.""",Maintainability,https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite?tab=readme-ov-file#key-concepts
F245,24,Azure-Samples/azure-iot-edge-identity-translation-lite,"""The sample setup flow uses an unsecure MQTT broker connection (mosquitto) to interact with clients (represented by the Python script sim_clients.py) and a custom implemented protocol translation module (ptm-mqtt) to interact with the identity translation module.""",Flexibility,https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite?tab=readme-ov-file#sample-setup-flow
F246,25,Azure-Samples/edge-aio-in-a-box,"""The core solution runs on an Ubuntu-based virtual machine using K3s. Alternatively, you can deploy this solution to a dedicated hybrid edge device, allowing the machine learning model to operate closer to your equipment.""",Flexibility,https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#architecture
F247,25,Azure-Samples/edge-aio-in-a-box,"""You will leverage Azure ML Model Creation/Deployment to a K3s/AIO Cluster Endpoint. This template provisions the essential Azure Machine Learning resources, the Azure ML Extension, and accompanying notebooks.""",Compatibility,https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F248,25,Azure-Samples/edge-aio-in-a-box,"""Once you have your model, you can deploy it to your AIO K3s Cluster: Build your model into a Docker image and push it to your Kubernetes/AIO endpoint; Use the Azure ML Extension to serve as the bridge between Azure ML and your K3s/AIO cluster.""",Performance Efficiency,https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F249,25,Azure-Samples/edge-aio-in-a-box,"""You will utilize Cerebral to run GenAI directly at the edge on the K3s/AIO Cluster. Cerebral will be deployed out of the box with this template.""",Reliability,https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F250,25,Azure-Samples/edge-aio-in-a-box,"""A Streamlit application will also be deployed, demonstrating how you can operate within an application on the K3s/Azure IoT Operations (AIO) cluster while leveraging Azure OpenAI, LangChain, and a local small language model (SLM).""",Interaction Capability,https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F251,29,Azure/azure-iotedge,"""Os módulos do IoT Edge são unidades de execução, implementados como contêineres compatíveis com o Docker, que executam a lógica de negócios na borda. Vários módulos podem ser configurados para se comunicar entre si, criando um pipeline de processamento de dados.""",Maintainability,https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-modules
F252,29,Azure/azure-iotedge,"""O Azure IoT Edge permite implantar processamento de eventos complexos, aprendizado de máquina, reconhecimento de imagem e outros tipos de IA de alto valor sem gravá-la internamente.""",Functional Suitability,https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#artificial-intelligence-at-the-edge
F253,29,Azure/azure-iotedge,"""O Azure IoT Edge oferece suporte para Linux e Windows, portanto você pode codificar para a plataforma de sua escolha. Ele dá suporte para Java, .NET Core 3.1, Node.js, C e Python, para que os desenvolvedores possam codificar em uma linguagem que já conhecem e usar a lógica de negócios existente.""",Flexibility,https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#bring-your-own-code
F254,29,Azure/azure-iotedge,"""O runtime do Azure IoT Edge permite lógica personalizada e de nuvem em dispositivos IoT Edge. O runtime se encontra no dispositivo IoT Edge e executa operações de gerenciamento e comunicação.""",Compatibility,https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-runtime
F255,29,Azure/azure-iotedge,"""O runtime do Azure IoT Edge é executado em um grande conjunto de dispositivos IoT, o que permite que seja usado de várias maneiras. Ele dá suporte a sistemas operacionais Windows e Linux e abstrai os detalhes de hardware.""","Interaction Capability, Flexibility",https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-runtime
F256,29,Azure/azure-iotedge,"""O Azure IoT Edge se integra perfeitamente ao Azure IoT Central para fornecer um painel de controle centralizado para as necessidades da sua solução.""",Maintainability,https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-cloud-interface
F257,31,Azure/iotedge,"""The IoT Edge Runtime manages high-value services running on devices and enables communication between them. It allows workflows running on devices to be configured, deployed and monitored from the cloud - securely and at scale.""",Maintainability,https://github.com/Azure/iotedge/blob/main/doc/EdgeDesign.md#edge-runtime
