frag_ID,repo_ID,repo_name,quality_requirements (ISO 25010),fragments,fragments_source
F211,R257,ztachip/ztachip,Performance Efficiency,"""With vector addition example above, traditional architecture requires each vector elements (or a small number of them for the case of vector extension) to be loaded first to memory one at a time and then followed by addition.""",https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F212,R257,ztachip/ztachip,Performance Efficiency,"""This would create a lot of memory round trip delay and stall cycles when data is not readily available in L1 cache.""",https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F214,R257,ztachip/ztachip,Compatibility,"""p-core program implements the tensor operators that are referenced by tensor-core programs.""",https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md
F215,R003,absmach/supermq,Compatibility,"""Magistrala uses NATS as its default messaging backbone, due to its lightweight and performant nature. You can treat its subjects as physical representation of Magistrala channels, where subject name is constructed using channel unique identifier. Magistrala also provides the ability to change your default message broker to RabbitMQ, VerneMQ or Kafka.""",https://docs.magistrala.abstractmachines.fr/architecture/#messaging
F216,R003,absmach/supermq,Flexibility,"""Magistrala platform can be run on the edge as well. Deploying Magistrala on a gateway makes it able to collect, store and analyze data, organize and authenticate devices.""",https://docs.magistrala.abstractmachines.fr/architecture/#edge
F217,R003,absmach/supermq,Maintainability,"""The platform is built upon SuperMQ which is built around 2 main entities: users and clients.""",https://docs.magistrala.abstractmachines.fr/architecture/#domain-model
F218,R009,aklivity/zilla,Flexibility,"""Zilla is stateless, cloud-native, and supports various network and application protocols, including HTTP, Kafka, SSE, MQTT, gRPC, and WebSocket (additional protocols are on the way).""",https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#what-is-zilla
F219,R009,aklivity/zilla,Performance Efficiency,"""Zilla has no external dependencies, is stateless, and is highly memory efficient. When deployed as an edge proxy, it scales horizontally to support millions of concurrently connected clients.""",https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#self-contained-stateless-architecture
F220,R009,aklivity/zilla,Reliability,"""Zilla supports payload schema specifications for message validation and translation.""",https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#protobuf-avro-and-json-schema-payloads
F221,R009,aklivity/zilla,Security,"""Zilla can terminate TLS and supports JWT-based authorization for REST, SSE, and MQTT endpoints/services.""",https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#security
F222,R009,aklivity/zilla,Maintainability,"""Zilla can expose a Prometheus metrics endpoint and logs events to stdout. Additionally, Zilla supports OpenTelemetry for both metrics and logging.""",https://docs.aklivity.io/zilla/latest/concepts/what-is-zilla.html#observability
F223,R013,AmbiqAI/heartkit,Maintainability,"""HeartKit provides several built-in heart-monitoring tasks. Each task is designed to address a unique aspect such as ECG denoising, segmentation, and rhythm/beat classification. The tasks are designed to be modular and can be used independently or in combination to address specific use cases.""",https://ambiqai.github.io/heartkit/tasks/?h=intro#introduction
F224,R013,AmbiqAI/heartkit,Maintainability,"""In addition to the built-in tasks, custom tasks can be created by extending the HKTask base class and registering it with the task factory.""",https://ambiqai.github.io/heartkit/tasks/?h=intro#introduction
F225,R013,AmbiqAI/heartkit,Reliability,"""The task factory, TaskFactory, provides a convenient way to access the built-in tasks. The factory is a thread-safe singleton class that provides a single point of access to the tasks via the tasks' slug names.""",https://ambiqai.github.io/heartkit/tasks/?h=intro#task-factory
F226,R013,AmbiqAI/heartkit,"Functional Suitability, Maintainability","""Bring-Your-Own-Task (BYOT) is a feature that allows users to create custom tasks by extending the HKTask base class and registering it with the TaskFactory. This feature is useful for addressing specific use cases that are not covered by the built-in tasks.""",https://ambiqai.github.io/heartkit/tasks/?h=intro#bring-your-own-task-byot
F227,R013,AmbiqAI/heartkit,Functional Suitability,"""Signal denoise is the process of removing noise from a physiological signal such as ECG. This task is useful for improving the quality of the signal and for further downstream tasks such as segmentation in which noise can interfere with the delineation of individual waves.""",https://ambiqai.github.io/heartkit/tasks/?h=intro#signal-denoise
F228,R013,AmbiqAI/heartkit,Functional Suitability,"""Rhythm classification is the process of identifying abnormal heart rhythms, also known as arrhythmias, such as atrial fibrillation (AFIB) and atrial flutter (AFL) from ECG signals.""",https://ambiqai.github.io/heartkit/tasks/?h=intro#rhythm-classification
F229,R022,aws/aws-iot-fleetwise-edge,Functional Suitability,"""AWS IoT FleetWise is an AWS service that enables automakers and fleet operators to collect, store, organize, and monitor data from vehicles.""",https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F230,R022,aws/aws-iot-fleetwise-edge,Maintainability,"""AWS IoT FleetWise can be used by OEM engineers and data scientists to build vehicle models that can be used to build custom data collection schemes.""",https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F231,R022,aws/aws-iot-fleetwise-edge,"Functional Suitability, Interaction Capability","""Customers can define the data collection schemes to trigger based on a schedule or on specific conditions such as, but not limited to: 1. Ambient temperature dropping to below 0 degree or 2. Vehicle crosses state lines or 3. Active diagnostic trouble codes.""",https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F232,R022,aws/aws-iot-fleetwise-edge,Compatibility,"""FWE receives two documents: 1. Decoder Manifest - this document describes how signals are collected from the vehicle, and will include details such as, but not limited to: Bus ID, network name, decoding information, etc.""",https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F233,R022,aws/aws-iot-fleetwise-edge,Reliability,"""2. Data Collection Schemes - this document describes what signals to collect. It also describes the condition logic that defines the enablement of the trigger logic that allows these signals to be collected, for example, when Vehicle Speed > 100 km/Hr and Driver Seatbelt is Off and Ambient Temperature < 0 degree C.""",https://github.com/aws/aws-iot-fleetwise-edge?tab=readme-ov-file#aws-iot-fleetwise-architecture
F234,R023,axem-solutions/dem,Maintainability,"""The Development Environment Manager (DEM) provides an abstraction layer for the Development Platform, which encompasses a collection of available resources, such as registries, catalogs, container engines, and more.""",https://www.axemsolutions.io/dem_doc/latest/design/#architectural-overview
F235,R023,axem-solutions/dem,Interaction Capability,"""DEM implements commands that can interact with the platform. These commands can be executed using the command line interface (CLI). Additionally, some commands utilize a Text-based User Interface (TUI) that can be presented on the user's terminal.""",https://www.axemsolutions.io/dem_doc/latest/design/#architectural-overview
F236,R023,axem-solutions/dem,Compatibility,"""The CLI can communicate with the platform in two ways: 1. Over the Platform API, which can be achieved by instantiating the DevEnvLocalSetup class. 2. By registering a UserOutput class, which is used by the core modules to interact with the user.""",https://www.axemsolutions.io/dem_doc/latest/design/#architectural-overview
F237,R023,axem-solutions/dem,Maintainability,"""The platform module depends on the rest of the resources. This concept allows for the creation of a unified interface for all internal resources.""",https://www.axemsolutions.io/dem_doc/latest/design/#core-components
F239,R023,axem-solutions/dem,Flexibility,"""A registry acts as a storage for tool images, allowing them to be stored without consuming space on a developer's computer. This storage facilitates easy sharing of images among collaborators, ensuring consistent tool usage across the project team.""",https://www.axemsolutions.io/dem_doc/latest/basics/#registry-and-repository
F240,R024,Azure-Samples/azure-iot-edge-identity-translation-lite,Compatibility,"""This identity translation module is based on the IdentityTranslationLite design and implements the Identity Translation Pattern. This pattern contains both protocol translation and identity translation.""",https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#introduction
F241,R024,Azure-Samples/azure-iot-edge-identity-translation-lite,Performance Efficiency,"""The Identity Translation module should be configured in the routing table of the IoT Edge device to receive messages from the protocol translation module and send messages to the IoTHub (upstream).""",https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#message-routing
F242,R024,Azure-Samples/azure-iot-edge-identity-translation-lite,Reliability,"""If this is the first messages received for this leaf device (the leafDeviceId cannot be found in the local device repository), a 'LeafEvent' of type 'create' is sent to the IoTHub indicating that the device should be created by the Azure Function in Azure.""",https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#message-processing
F243,R024,Azure-Samples/azure-iot-edge-identity-translation-lite,Security,"""The leaf devices are using a symmetric key to authenticate with IoTHub. The symmetric key that is used for this authentication is calculated from the id of the leaf device and the symmetric key of the identity module.""",https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite/blob/master/docs/identitytranslationmodule.md#device-identity
F244,R024,Azure-Samples/azure-iot-edge-identity-translation-lite,"Maintainability, Compatibility","""The solution also comprises a cloud section that takes care of provisioning the device on the IoT Hub and assigning it as a child of the IoT Edge device.""",https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite?tab=readme-ov-file#key-concepts
F245,R024,Azure-Samples/azure-iot-edge-identity-translation-lite,Flexibility,"""The sample setup flow uses an unsecure MQTT broker connection (mosquitto) to interact with clients (represented by the Python script sim_clients.py) and a custom implemented protocol translation module (ptm-mqtt) to interact with the identity translation module.""",https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite?tab=readme-ov-file#sample-setup-flow
F246,R025,Azure-Samples/edge-aio-in-a-box,Flexibility,"""The core solution runs on an Ubuntu-based virtual machine using K3s. Alternatively, you can deploy this solution to a dedicated hybrid edge device, allowing the machine learning model to operate closer to your equipment.""",https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#architecture
F247,R025,Azure-Samples/edge-aio-in-a-box,Compatibility,"""You will leverage Azure ML Model Creation/Deployment to a K3s/AIO Cluster Endpoint. This template provisions the essential Azure Machine Learning resources, the Azure ML Extension, and accompanying notebooks.""",https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F248,R025,Azure-Samples/edge-aio-in-a-box,"Performance Efficiency, Flexibility","""Once you have your model, you can deploy it to your AIO K3s Cluster: Build your model into a Docker image and push it to your Kubernetes/AIO endpoint; Use the Azure ML Extension to serve as the bridge between Azure ML and your K3s/AIO cluster.""",https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F249,R025,Azure-Samples/edge-aio-in-a-box,Performance Efficiency,"""You will utilize Cerebral to run GenAI directly at the edge on the K3s/AIO Cluster. Cerebral will be deployed out of the box with this template.""",https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F250,R025,Azure-Samples/edge-aio-in-a-box,Interaction Capability,"""A Streamlit application will also be deployed, demonstrating how you can operate within an application on the K3s/Azure IoT Operations (AIO) cluster while leveraging Azure OpenAI, LangChain, and a local small language model (SLM).""",https://github.com/Azure-Samples/edge-aio-in-a-box/tree/main?tab=readme-ov-file#quick-overview-of-the-resources-to-be-deployed-with-this-template
F251,R029,Azure/azure-iotedge,Maintainability,"""Os módulos do IoT Edge são unidades de execução, implementados como contêineres compatíveis com o Docker, que executam a lógica de negócios na borda. Vários módulos podem ser configurados para se comunicar entre si, criando um pipeline de processamento de dados.""",https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-modules
F252,R029,Azure/azure-iotedge,Functional Suitability,"""O Azure IoT Edge permite implantar processamento de eventos complexos, aprendizado de máquina, reconhecimento de imagem e outros tipos de IA de alto valor sem gravá-la internamente.""",https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#artificial-intelligence-at-the-edge
F253,R029,Azure/azure-iotedge,Flexibility,"""O Azure IoT Edge oferece suporte para Linux e Windows, portanto você pode codificar para a plataforma de sua escolha. Ele dá suporte para Java, .NET Core 3.1, Node.js, C e Python, para que os desenvolvedores possam codificar em uma linguagem que já conhecem e usar a lógica de negócios existente.""",https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#bring-your-own-code
F254,R029,Azure/azure-iotedge,"Compatibility, Flexibility","""O runtime do Azure IoT Edge permite lógica personalizada e de nuvem em dispositivos IoT Edge. O runtime se encontra no dispositivo IoT Edge e executa operações de gerenciamento e comunicação.""",https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-runtime
F255,R029,Azure/azure-iotedge,"Interaction Capability, Flexibility","""O runtime do Azure IoT Edge é executado em um grande conjunto de dispositivos IoT, o que permite que seja usado de várias maneiras. Ele dá suporte a sistemas operacionais Windows e Linux e abstrai os detalhes de hardware.""",https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-runtime
F256,R029,Azure/azure-iotedge,"Maintainability, Interaction Capability","""O Azure IoT Edge se integra perfeitamente ao Azure IoT Central para fornecer um painel de controle centralizado para as necessidades da sua solução.""",https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-cloud-interface
F257,R031,Azure/iotedge,Maintainability,"""The IoT Edge Runtime manages high-value services running on devices and enables communication between them. It allows workflows running on devices to be configured, deployed and monitored from the cloud - securely and at scale.""",https://github.com/Azure/iotedge/blob/main/doc/EdgeDesign.md#edge-runtime
F258,R031,Azure/iotedge,Compatibility,"""Edge Agent - The edge agent is designed to communicate with IoT Hub in order to manage the state of the Edge device (install, launch and monitor modules).""",https://github.com/Azure/iotedge/blob/main/doc/EdgeDesign.md#edge-agent
F259,R031,Azure/iotedge,"Maintainability, Interaction Capability","""User-defined modules allow companies or individuals to create custom or tailored solutions specific to their needs which can be managed by the Edge Runtime.""",https://github.com/Azure/iotedge/blob/main/doc/EdgeDesign.md#user-defined-modules
F260,R031,Azure/iotedge,Performance Efficiency,"""In environments where the upstream connection has limited throughput (e.g. cellular or satellite), often times certain critical data needs to take precedence over the mass of normal telemetry messages to ensure speedy delivery.""",https://github.com/Azure/iotedge/blob/main/doc/Route_priority_and_TTL.md#context
F261,R031,Azure/iotedge,Reliability,"""IoT Edge uses the networking capabilities of the Moby runtime to connect to IoT Hub and provide connectivity between modules.""",https://github.com/Azure/iotedge/blob/main/doc/networking.md#networking-on-iot-edge
F262,R031,Azure/iotedge,Security,"""Edge Agent and Edge Hub require outbound internet connectivity to IoT Hub to function properly. This means that a route from the azure-iot-edge subnet to the internet must exist and no firewall rules are set up to block traffic.""",https://github.com/Azure/iotedge/blob/main/doc/networking.md#user-defined-network-linux-only
F263,R032,Azure/iotedge-eflow,Compatibility,"""O Azure IoT Edge para Linux no Windows usa os seguintes componentes para permitir que as cargas de trabalho do Linux e do Windows sejam executadas lado a lado e comuniquem-se perfeitamente.""",https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows#components
F264,R032,Azure/iotedge-eflow,Interaction Capability,"""A comunicação bidirecional entre o processo do Windows e a máquina virtual Linux significa que os processos do Windows podem fornecer interfaces do usuário ou proxies de hardware para cargas de trabalho executadas nos contêineres do Linux.""",https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows#components
F265,R032,Azure/iotedge-eflow,Security,"""Todas as comunicações entre o sistema operacional Windows do host e a máquina virtual EFLOW exigida pelos cmdlets do PowerShell são feitas usando um canal SSH. [...] O serviço SSH da máquina virtual não permitirá a autenticação por meio de nome de usuário e senha e está limitado à autenticação de certificado.""",https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-security#secure-host--virtual-machine-communication
F266,R032,Azure/iotedge-eflow,Reliability,"""A máquina virtual EFLOW é criada em uma plataforma de segurança abrangente de quatro pontos: 1. Atualizações de manutenção 2. Sistema de arquivos raiz somente leitura 3. Bloqueio de firewall 4. DM-Verity.""",https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-security#virtual-machine-security
F267,R032,Azure/iotedge-eflow,Compatibility,"""Para criar um canal de comunicação entre o sistema operacional host Windows e a máquina virtual EFLOW, usamos a pilha de rede do Hyper-V.""",https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-networking#networking
F268,R032,Azure/iotedge-eflow,Flexibility,"""Diversos dispositivos virtuais de rede e cenários exigem várias NICs. A máquina virtual EFLOW dá suporte à anexação de várias NICs. Com várias NICs, você gerencia melhor o tráfego de rede.""",https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-networking#multiple-network-interface-cards-nics
F269,R033,Azure/iotedge-lorawan-starterkit,Performance Efficiency,"""LoRaWAN is a type of wireless wide-area networking that is designed to allow long-range communication at a low bit rate among low-power connected objects, such as sensors operated on a battery.""",https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F270,R033,Azure/iotedge-lorawan-starterkit,Reliability,"""Network topology is of star-of-stars type, with the leaf sensors sending data to gateways for forwarding telemetry to and receiving commands from backing Internet services.""",https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F271,R033,Azure/iotedge-lorawan-starterkit,Compatibility,"""Nowadays, even for simple scenarios like having 10 devices connected to a single LoRaWan gateway (hardware with antenna), you need to connect your gateway to a Network Server and then work through connectors provided by the server vendor to integrate your LoRa gateways and devices with the back end.""",https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F272,R033,Azure/iotedge-lorawan-starterkit,Flexibility,"""Customers looking for an operated network with national or international reach (e.g. fleet operators, logistics) will tend to choose this setup accepting the potentially higher complexity and dependency on the network operator.""",https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F273,R033,Azure/iotedge-lorawan-starterkit,"Flexibility, Functional Suitability","""However, customers looking for any of the following are expected to prefer a setup where the LoRaWAN network servers runs directly on the gateway/Azure IoT Edge: ● Primarily  coverage on their own ground (e.g. manufacturing plants, smart buildings, facilities, ports). ● Capabilities that Azure IoT Edge brings to the table: ○ Local processing on the gateway.○ Offline capabilities of the gateway. ○ Gateway management.● Homogenous management of devices and gateways independent of connectivity technology.""",https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F274,R035,Azure/KAN,Compatibility,"""KAN has three high-level components: portal, controller-API and agent. You can interact with KAN through its portal, Kubernetes tools like kubectl, and Azure Arc through GitOps.""",https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F275,R035,Azure/KAN,Interaction Capability,"""Portal provides an intuitive graphic interface for users to create, edit and manage their intelligent edge payloads. It offers an AI model zoo, a drag-n-drop AI skill editor, live camera previews and many other features.""",https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F276,R035,Azure/KAN,Maintainability,"""Controller-API is a Kubernetes operator that manages states of objects of a KAN API object model.""",https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F277,R035,Azure/KAN,Reliability,"""Agent offers a number of services to edge payloads, such as retrieving new AI skill definitions and reporting object states.""",https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F278,R035,Azure/KAN,Flexibility,"""A solution is the combination of an AI skill and custom containers (business logic), expressing the functional solution to your use case. Because your inputs to the portal ultimately run on a Kubernetes cluster (K8s), a solution is deployed from the K8s control plane to K8s nodes or a target.""",https://github.com/Azure/KAN/blob/main/docs/tutorial/concepts-kan.md#1-solutions
F279,R035,Azure/KAN,Flexibility,"""You defined the target (compute device/cluster) in the first step. This is your Edge virtual machine (VM) where the AI applications are running. If there are K8s environments you want to run on IoT edge environments, you can expand your targets to include these environments, for example, K8s AKS HCI, K3s AKS-IoT, and Iot Edge devices such as EFLOW.""",https://github.com/Azure/KAN/blob/main/docs/tutorial/concepts-kan.md#2-targets
F281,R040,beclab/Olares,Flexibility,"""Olares supports different Kubernetes distributions depending on the underlying environment:      Linux environments (including WSL, PVE, LXC, Raspberry Pi): Users can choose to install Kubernetes or the lightweight K3s, with K3s being the default for its better performance and resource efficiency on local hardware.     macOS: minikube is used to deploy Kubernetes within a Linux virtual machine, ensuring a unified experience across platforms.""",https://docs.olares.xyz/manual/system-architecture.html#container-orchestration
F283,R040,beclab/Olares,Flexibility,"""Olares provides flexibility in storage solutions tailored to both single-node and multi-node setups:      Local storage (default): Ideal for single-node deployments, offering the best read/write performance.     S3: A cloud-based storage option. Ideal for cloud deployment via S3 or any S3-compatible service.     MinIO: A distributed storage solution for self-hosted deployment.""",https://docs.olares.xyz/manual/system-architecture.html#distributed-storage
F284,R040,beclab/Olares,Performance Efficiency,"""Olares leverages components like CUDA driver, NVIDIA device plugin, and nvShare, which work in conjunction to manage and provision GPU resources effectively.""",https://docs.olares.xyz/manual/system-architecture.html#gpu-management
F285,R040,beclab/Olares,Performance Efficiency,"""Olares uses containerd, a lightweight container runtime, for containerized deployments.""",https://docs.olares.xyz/manual/system-architecture.html#container-management
F286,R040,beclab/Olares,Reliability,"""Olares uses PostgreSQL 16 as its primary relational database. All applications share a single PostgreSQL instance, with each having dedicated accounts for isolation. PostgreSQL also serves as a full-text search engine and vector database.""",https://docs.olares.xyz/manual/system-architecture.html#relational-database
F288,R040,beclab/Olares,Reliability,"""Olares integrates NATS, a lightweight and high-performance message-oriented middleware, as the messaging system.""",https://docs.olares.xyz/manual/system-architecture.html#message-queue
F289,R040,beclab/Olares,Security,"""Two secret management solutions are integrated into Olares:      Vault: Protects sensitive data like accounts, passwords, and mnemonics.     Infisical: A tool for managing sensitive information and preventing secret leaks in Olares development.""",https://docs.olares.xyz/manual/system-architecture.html#secret-management
F290,R040,beclab/Olares,Maintainability,"""Olares provides observability through the following:      Prometheus: Used for system monitoring and resource usage tracking.     OpenTelemetry: Enables tracing of request workflows within the Olares system using eBPF-based monitoring.""",https://docs.olares.xyz/manual/system-architecture.html#observability
F291,R040,beclab/Olares,Security,"""Olares uses LLDAP to manage user accounts and provide LDAP (Lightweight Directory Access Protocol) services for applications. Additionally, Authelia adds authentication and authorization support, including multi-factor authentication and single sign-on (SSO).""",https://docs.olares.xyz/manual/system-architecture.html#authentication-and-authorization
F292,R040,beclab/Olares,Compatibility,"""Olares employs JuiceFS, a cloud-native distributed file system, to provide POSIX-compatible interfaces for applications.""",https://docs.olares.xyz/manual/system-architecture.html#distributed-file-system
F293,R047,citelab/JAMScript,"Flexibility, Escalabilidade","""JAMScript is based on a controller-worker model. The controllers can be at different levels: cloud, fog, and device levels.""",https://citelab.github.io/JAMScript/jam-overview/
F294,R047,citelab/JAMScript,"Flexibility, Functional Suitability","""JAMScript runtime is responsible for creating the hierarchical configuration among the controllers and workers at different levels. Therefore, JAMScript is highly suitable for creating and maintaining computing structures across collection of nodes that are constantly changing in proximity to one another – for example, vehicular networks.""",https://citelab.github.io/JAMScript/jam-overview/
F295,R047,citelab/JAMScript,Compatibility,"""The JAMScript specific extensions allow the JAMScript compiler to relate both sides and make the necessary connections between the controller and worker so that both sides would work as a whole.""",https://citelab.github.io/JAMScript/jam-overview/
F296,R047,citelab/JAMScript,Flexibility,"""One of the interesting aspects of JAMScript is the auto discovery of JAMScript program components. A JAMScript executable can be run in different ways: (a) only in a single device, (b) in a single fog and many devices, and (c) cloud, fog, and devices. There is no special configuration file to indicate which configuration is used at any invocation.""",https://citelab.github.io/JAMScript/jam-overview/
F297,R047,citelab/JAMScript,Reliability,"""Suppose we start a JAMScript program in a device and then in another device. The JAMScript programs in the two devices would run independent of each other – that is, without connecting with one another. Now, if we start a fog instance, all three instances would get connected – automatically!""",https://citelab.github.io/JAMScript/jam-overview/
F298,R047,citelab/JAMScript,Performance Efficiency,"""Using a simple example scenario we illustrate some ways JAMScript can help the use of fog computing in mobile IoT. Let us consider a scenario where two fogs are located in a straight line (e.g., road segment). A vehicle is going back and forth on the road segment and we want it to be associated with the closest fog at any given time.""",https://citelab.github.io/JAMScript/jam-overview/
F299,R047,citelab/JAMScript,Performance Efficiency,"""The tasks launched by the vehicle must get executed at the closest fog. Also, when the fogs execute remote tasks, the vehicles in their zones would execute those calls and not the vehicles in other fog zones.""",https://citelab.github.io/JAMScript/jam-overview/
F300,R047,citelab/JAMScript,Maintainability,"""The central component of the C runtime is the cnode. There are four major components inside the cnode: mqtt, data, tboard, and core.""",https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F301,R047,citelab/JAMScript,Compatibility,"""The mqtt is responsible for interfacing with the MQTT brokers and all the remote calls go through this component.""",https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F302,R047,citelab/JAMScript,Reliability,"""The core is responsible for maintaining some foundational parameters of cnode. For example, each worker needs to have a unique ID, which is created the first time the node is executed.""",https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F303,R047,citelab/JAMScript,Security,"""Workers expect at least one device-level controller to be in the local network. If there are multiple controllers in the local network, the workers need to have a way of selecting the controller to join.""",https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F304,R061,eclipse-kura/kura,Compatibility,"""Sparkplug is an open software specification that provides MQTT clients the framework to seamlessly integrate data from their applications, sensors, devices, and gateways within the MQTT Infrastructure.""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/
F305,R061,eclipse-kura/kura,Performance Efficiency,"""This Cloud Connection assumes the role of Edge Node. The Edge Node is responsible for the interaction with the MQTT broker and that establishes sessions with the data-consuming Host Applications.""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F306,R061,eclipse-kura/kura,Performance Efficiency,"""Report by Exception (RBE): messages need to be sent by the Edge Node only when values at the edge change, and the message should contain only the value/metrics that changed.""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F307,R061,eclipse-kura/kura,Reliability,"""Birth and Death certificates: these messages represent the state of Edge Nodes and Devices (online/offline + data that will be reported).""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F308,R061,eclipse-kura/kura,Security,"""The Edge Node sets an MQTT Will message containing a NDEATH certificate. Doing so, if the MQTT broker does not receive any communication within the Keep Alive period (client lost connection), it will send the Edge Node NDEATH certificate on all subscribers.""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#session-management
F309,R061,eclipse-kura/kura,Reliability,"""This Cloud Connection maintains a persistent connection to the MQTT server.""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F310,R061,eclipse-kura/kura,Flexibility,"""The Edge Node follows the required specification statements. In particular, multiple space-separated Server URIs can be specified in the component's configuration.""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#data-transport-layer-configuration
F311,R061,eclipse-kura/kura,Compatibility,"""The Sparkplug Data Transport layer bridges the incoming requests to the underlying Eclipse Paho MQTT v3.1.1 client following the Sparkplug specification.""",http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#data-transport-layer-configuration
F312,R063,edgehog-device-manager/edgehog,Interaction Capability,"""Edgehog exposes two ways to interact with it: a frontend that can be used by users and a GraphQL API which can be used by third party applications to programmatically perform all actions that can be performed in the frontend.""",http://docs.edgehog.io/0.9/overview.html#user-interaction
F313,R063,edgehog-device-manager/edgehog,Flexibility,"""Edgehog uses PostgreSQL to store its data. The database schema supports multiple tenants which are isolated at the database level. This makes it possible to use a single Edgehog instance with multiple tenants (e.g. in a SaaS scenario).""",http://docs.edgehog.io/0.9/overview.html#database-interaction
F314,R063,edgehog-device-manager/edgehog,Compatibility,"""To interact with the other side of the domain (i.e. devices), Edgehog is built upon Astarte and it exchanges data with it using two of its mechanisms: its REST API and Astarte Triggers.""",http://docs.edgehog.io/0.9/overview.html#device-interaction-through-astarte
F315,R063,edgehog-device-manager/edgehog,Maintainability,"""The interaction between Edgehog and Astarte is defined by a set of interfaces that define which data is sent both from Edgehog to the Devices and from the Devices towards Edgehog.""",http://docs.edgehog.io/0.9/overview.html#edgehog-astarte-interfaces
