repo_id,repo_name,Included,full_repo_name,url,criteria,arch_overview,diagrams,adrs,context,deployment,quality_attrs,interface,evaluation,stakeholders,sa_doc,layer_caps,capability_1,iso_mapping_cap_1,layer_cap_1,capability_2,iso_mapping_cap_2,layer_cap_2,capability_3,iso_mapping_cap_3,layer_cap_3,domain,architectural_layer,Application Type,sa_doc_link,search_term,stars,desc.,lang,last_commit,commits_2024,total_commits,collaborators,template,fork,forks,size,score,archived,disabled
R149,luos_engine,Yes,Luos-io/luos_engine,https://github.com/Luos-io/luos_engine,I1,•,,,,•,,,•,,Partially,device ↔ fog,Modular Microservice Architecture,Supporting Capabilities,Device/Edge,Dynamic Service Discovery & Communication,Interface Capability,Edge/Fog,Distributed IoT System Scalability,Supporting Capabilities,Edge/Fog,"IIoT, Industry 4.0",Infrastructure/Platform,Platform,https://www.luos.io/docs/luos-technology/basics/concepts,edge iot,519.0,"Open-source and real-time orchestrator for cyber-physical-systems, to easily design, test and deploy embedded applications and digital twins.",C,2025-01-15T13:51:34Z,0.0,1.488,13.0,False,False,57.0,23386.0,1.0,False,False
R150,macchina.io,Yes,macchina-io/macchina.io,https://github.com/macchina-io/macchina.io,I1,,,,,,,,,,Partially,Continuum,Edge Gateway Device & Protocol Integration,Interface Capability,Device/Edge,Web-Enabled Service Exposure,Interface Capability,Edge/Fog,Remote Application Management & Extensibility,Supporting Capabilities,Fog/Cloud ,IIoT,Infrastructure/Platform,Platform,https://docs.macchina.io/edge/00400-MQTTProgramming.html,edge-iot,517.0,"macchina.io EDGE is a powerful C++ and JavaScript SDK for edge devices, multi-service IoT gateways and connected embedded systems.",C++,2024-06-11T16:51:00Z,37.0,1.233,7.0,False,False,156.0,128373.0,1.0,False,False
R153,azure_arc,Yes,microsoft/azure_arc,https://github.com/microsoft/azure_arc,I2,•,,,,•,,,,,YES,Continuum,Unified Hybrid Management,Supporting Capabilities,Fog/Cloud,GitOps & Policy-based Configuration at Scale,Supporting Capabilities,Fog/Cloud,Unified Security & Monitoring,Supporting Capabilities,Cross-cutting,"Efficient AI, Orchestration",Infrastructure/Platform,Platform,https://github.com/Azure/arc_jumpstart_docs,edge iot,755.0,"Automated Azure Arc, Edge, and Platform environments",HTML,2025-01-16T22:50:03Z,2035.0,13.894,86.0,False,False,558.0,576406.0,1.0,False,False
R154,mindspore,Yes,mindspore-ai/mindspore,https://github.com/mindspore-ai/mindspore,I1,•,•,,,•,,•,•,,YES,Continuum,End-to-End AI Lifecycle (Cloud–Edge–Device),Supporting Capabilities,continuum,Lightweight Edge Inference (MindSpore Lite),Supporting Capabilities,Device/Edge,Privacy-Preserving Federated Learning,Supporting Capabilities,Cross-cutting,Federated Learning,Infrastructure/Platform,Platform,https://github.com/mindspore-ai/mindspore/tree/master/docs,edge ai,4372.0,"MindSpore is a new open source deep learning training/inference framework that could be used for mobile, edge and cloud scenarios.",C++,2024-07-29T01:48:05Z,7097.0,83.896,93.0,False,False,718.0,869597.0,1.0,False,False
R163,montithings,Yes,MontiCore/montithings,https://github.com/MontiCore/montithings,I1,•,•,,,•,•,•,,,YES,device ↔ fog,Model-Driven IoT/Edge Application Development,Supporting Capabilities,Cross-cutting,Dynamic Deployment & Update at Edge,Supporting Capabilities,Edge/Fog,Asynchronous Cross-Device Communication,Interface Capability,Device/Edge,Model-Driven Engineering (MDE),Meta-Architecture,Subsystem,https://www.se-rwth.de/research/MontiThings/,edge iot,14.0,An ecosystem for model-driven IoT applications,Java,2025-01-10T20:52:30Z,15.0,4.617,34.0,False,False,6.0,16788.0,1.0,False,False
R166,nabto-embedded-sdk,Yes,nabto/nabto-embedded-sdk,https://github.com/nabto/nabto-embedded-sdk,I2,•,•,,,•,,•,•,,YES,device ↔ edge,Secure P2P Communication for IoT Devices,Interface Capability,Device/Edge,NAT/Firewall Traversal & Connectivity Optimization,Interface Capability,Cross-cutting,Lightweight Embedded Integration,Supporting Capabilities,Device,Smart Environment,Infrastructure/Platform,Subsystem,https://docs.nabto.com/developer/platforms/common/intro.html,edge-iot,17.0,"Nabto Edge Embedded SDK. Secure, direct connections to your IoT devices.",C,2024-12-02T13:10:24Z,195.0,2.861,5.0,False,False,4.0,5401.0,1.0,False,False
R167,nanomq,Yes,nanomq/nanomq,https://github.com/nanomq/nanomq,I2,•,•,,,•,•,,,,YES,device ↔ fog,Lightweight Edge Messaging Broker,Interface Capability,Device/Edge,Protocol Translation & Interoperability Gateway,Interface Capability,Edge/Fog,High-Performance & Resource-Efficient Messaging,Interface Capability,Cross-cutting,"Data streaming processing, Smart Environment",Infrastructure/Platform,Subsystem,https://github.com/nanomq/nanomq/blob/master/docs/en_US/assets/architecture.png,edge-iot,1711.0,An ultra-lightweight and blazing-fast Messaging broker/bus for IoT edge & SDV,C,2025-01-14T14:58:23Z,539.0,3.598,31.0,False,False,203.0,18876.0,1.0,False,False
R182,ai-edge,Yes,opendatahub-io/ai-edge,https://github.com/opendatahub-io/ai-edge,I2,•,•,,,•,,,•,,YES,edge ↔ fog,Edge Processing,Data Capabilities,Edge,Orchestration & Management,Supporting Capabilities,Fog/Cloud,Monitoring & Observability,Supporting Capabilities,Cross-cutting (device/Edge),"Industry 4.0, Smart Environment",Infrastructure/Platform,Framework,https://github.com/opendatahub-io/ai-edge/blob/main/docs/images/edge-architecture.png,edge-ai,12.0,ODH integration with AI at the Edge usecases,Go,2024-11-11T22:52:26Z,280.0,490,13.0,False,False,19.0,16979.0,1.0,False,False
R183,microshift,Yes,openshift/microshift,https://github.com/openshift/microshift,I2,•,•,,•,•,•,,•,,YES,edge ↔ Cloud,Lightweight Kubernetes-Native Orchestration,Supporting Capabilities,Edge,Cloud-Edge Continuum Integration,Supporting Capabilities,Fog/Cloud,Secure Lifecycle & Policy Management,Supporting Capabilities,Cross-cutting,Smart Environment,Infrastructure/Platform,Framework,https://github.com/openshift/microshift/blob/main/docs/contributor/design.md,edge iot,708.0,A small form factor OpenShift/Kubernetes optimized for edge computing,Go,2025-01-20T09:07:17Z,1961.0,5.895,84.0,False,False,203.0,107666.0,1.0,False,False
R184,model_server,Yes,openvinotoolkit/model_server,https://github.com/openvinotoolkit/model_server,I2,•,•,,•,•,•,•,,,Partially,Continuum,Scalable AI Model Serving (gRPC/REST),Supporting Capabilities,Fog/Cloud/Edge,Hardware-Accelerated Inference,Supporting Capabilities,Cross-cutting (Device/Edge/Fog),Model Lifecycle Management,Supporting Capabilities,Fog/Cloud ,Efficient AI,Infrastructure/Platform,Middleware,https://github.com/openvinotoolkit/model_server/tree/main/docs,edge ai,697.0,A scalable inference server for models optimized with OpenVINO™,C++,2025-01-19T23:16:54Z,484.0,2.689,42.0,False,False,213.0,54087.0,1.0,False,False
R194,executorch,Yes,pytorch/executorch,https://github.com/pytorch/executorch,I2,•,•,,,•,•,•,•,,YES,edge ↔ fog,End-to-End On-Device AI Workflow,Supporting Capabilities,Edge,High Portability across Diverse Hardware,Supporting Capabilities,Edge/Fog,Developer Productivity & Toolchain Integration,Supporting Capabilities,Cross-cutting,"Computer vision, speech",Infrastructure/Platform,Platform/framework,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md,edge ai,2412.0,"On-device AI across mobile, embedded and edge for PyTorch",C++,2025-01-19T11:35:00Z,3856.0,5.271,100.0,False,False,420,150581.0,1.0,False,False
R197,rhel-edge-automation-arch,No,redhat-cop/rhel-edge-automation-arch,https://github.com/redhat-cop/rhel-edge-automation-arch,I2,,•,,,•,,,,,Partially,edge ↔ fog,Automated Edge Provisioning & Configuration,Supporting Capabilities,Edge/Fog,OTA Updates & Rollback Management,Supporting Capabilities,Edge/Fog,GitOps-Driven Orchestration & Compliance,Supporting Capabilities,Cross-cutting,IIoT,Infrastructure/Platform,Framework,https://github.com/redhat-cop/rhel-edge-automation-arch/tree/main?tab=readme-ov-file#architecture,edge architecture,45,RHEL for Edge Automation Deployment Architecture,Jinja,2023-12-21T19:39:53Z,0.0,315,7.0,False,FALSE,33,,,FALSE,FALSE
R201,viseron,Yes,roflcoopter/viseron,https://github.com/roflcoopter/viseron,I1,,,,,•,,,,,Partially,device ↔ fog,On-Device Video Analytics & AI Inference,Supporting Capabilities,Device/Edge,Hardware-Accelerated Vision Processing,Supporting Capabilities,Cross-cutting,Event-Driven Smart Home/IoT Integration,Interface Capability,Edge/Fog,Computer Vision,System,Full system,https://github.com/roflcoopter/viseron/tree/dev/docs/docs/documentation/configuration,edgetpu,1843.0,"Self-hosted, local only NVR and AI Computer Vision software.  With features such as object detection, motion detection, face recognition and more, it gives you the power to keep an eye on your home, office or any other place you want to monitor.",Python,2025-01-19T09:53:42Z,367.0,1.847,11.0,False,False,190.0,41822.0,1.0,False,False
R203,salt,Yes,saltstack/salt,https://github.com/saltstack/salt,I1,•,•,•,•,•,•,,•,,YES,edge ↔ Cloud,Scalable Remote Configuration & Automation,Supporting Capabilities,Fog/Cloud,Real-Time Orchestration & Parallel Execution,Supporting Capabilities,Fog/Edge,"Security, Compliance & Lifecycle Management",Supporting Capabilities,Cross-cutting,Orchestration,Infrastructure/Platform,Platform,https://github.com/saltstack/salt/blob/master/doc/topics/development/architecture.rst,edge iot,14287.0,Software to automate the management and configuration of any infrastructure or application at scale. Install Salt from the Salt package repositories here:,Python,2025-01-20T09:37:47Z,1280.0,121.363,100.0,False,False,5496.0,547395.0,1.0,False,False
R204,fedn,Yes,scaleoutsystems/fedn,https://github.com/scaleoutsystems/fedn,I1,•,•,,,•,•,•,•,,YES,edge ↔ Cloud,Federated Model Training & Aggregation,Supporting Capabilities,Edge/Fog/Cloud,Scalable Orchestration of Heterogeneous Nodes,Supporting Capabilities,Fog/Cloud,Privacy-Preserving Collaboration,Supporting Capabilities,Cross-cutting,Federated learning,Infrastructure/Platform,Framework,https://docs.scaleoutsystems.com/en/stable/architecture.html,edge-ai,146.0,"FEDn: An enterprise-ready open source federated learning framework. This repository contains the Python framework, CLI and API.",Python,2025-01-16T09:16:35Z,245.0,1.931,25.0,False,False,36.0,371729.0,1.0,False,False
R207,piccolo,Yes,sensiml/piccolo,https://github.com/sensiml/piccolo,I1,•,,,,•,•,•,•,,Partially,device ↔ edge,Ultra-Lightweight TinyML Inference Runtime,Supporting Capabilities,Device,Sensor Data Pattern Recognition,Supporting Capabilities,Device/Edge,Low-Power Embedded AI Optimization,Supporting Capabilities,Cross-cutting,"Efficient AI, AIoT, Real Time Data Processing",Infrastructure/Platform,Platform,https://github.com/sensiml/piccolo/blob/main/docs/source/mqtt-specification/introduction.rst,edge ai,53.0,SensiML's open-source AutoML solution for Edge AI model development,Python,2025-01-17T01:48:25Z,54.0,77,5.0,False,False,7.0,96464.0,1.0,False,False
R210,simpleiot,Yes,simpleiot/simpleiot,https://github.com/simpleiot/simpleiot,I1,•,•,•,,•,•,•,,,YES,Continuum,Lightweight Edge IoT Platform,Supporting Capabilities,Device/Edge,Graph-Based Device & Data Modeling,Data Capabilities,Edge/Fog,Remote Device Management & Configuration,Supporting Capabilities,Fog/Cloud ,Smart Environment,Infrastructure/Platform,Full system,https://github.com/simpleiot/simpleiot/tree/master/docs/ref,edge-iot,178.0,Simple IoT cloud/edge application/framework,Go,2025-01-03T22:10:16Z,263.0,3.433,9.0,False,False,29.0,16600.0,1.0,False,False
R217,fogflow,Yes,smartfog/fogflow,https://github.com/smartfog/fogflow,I1,•,•,,•,•,•,•,,,YES,edge ↔ Cloud,Dynamic Service Orchestration,Supporting Capabilities,Fog/Edge ,Context-aware Service Discovery & Chaining,Interface Capability,Edge/Fog,Distributed Task Scheduling & Optimization,Supporting Capabilities,Fog/Cloud ,"Industry 4.0, Smart Environment, Autonomous Systems",Infrastructure/Platform,Framework,https://github.com/smartfog/fogflow/blob/development/docs/en/source/introduction.rst,edge-iot,126.0,FogFlow is a standard-based IoT fog computing framework that supports serverless computing and edge computing with advanced programming models,Go,2024-11-04T09:48:23Z,22.0,2.471,23.0,False,False,45.0,187714.0,1.0,False,False
R225,thin-edge.io,Yes,thin-edge/thin-edge.io,https://github.com/thin-edge/thin-edge.io,I2,•,•,•,,•,,,,•,YES,Continuum,Lightweight IoT Edge Gateway,Interface Capability,Device/Edge,Multi-Protocol IoT Interoperability,Interface Capability,Edge/Fog,Remote Device Management & OTA Updates,Supporting Capabilities,Fog/Cloud ,IIoT,Infrastructure/Platform,Framework,https://thin-edge.github.io/thin-edge.io/understand/faq/,edge-iot,228.0,The open edge framework for lightweight IoT devices,Rust,2025-01-17T22:04:34Z,1771.0,5.432,30.0,False,False,56.0,122193.0,1.0,False,False
R235,saf,Yes,TRUMPF-IoT/saf,https://github.com/TRUMPF-IoT/saf,I1,•,•,,,,,•,,,YES,device ↔ fog,Semantic IoT Process Automation,Supporting capability,Cross-cutting,Dynamic Orchestration & Service Composition,Supporting Capabilities,Edge/Fog,Protocol Interoperability for Industrial IoT,Interface Capability,Device/Edge,IIoT,Infrastructure/Platform,Framework,https://github.com/TRUMPF-IoT/saf/tree/master/docs,edge iot,12.0,Smart Application Framework (SAF) is a .NET based framework for building distributed applications across cloud and edge.,C#,2025-01-07T16:33:21Z,21.0,375,5.0,False,False,1.0,1122.0,1.0,False,False
R238,edge-infer,No,unit-mesh/edge-infer,https://github.com/unit-mesh/edge-infer,I2,•,•,,,•,,•,,,Partially,device ↔ fog,Lightweight Edge Model Inference,Data Capabilities,Device/Edge,Cross-Platform Runtime Support,Supporting Capabilities,Edge/Fog,Configurable Inference Pipeline,Supporting Capabilities,Edge/Fog,Smart manufacturing,Infrastructure/Platform,Platform,https://github.com/unit-mesh/edge-infer/blob/master/docs/edge-mind.svg,edge ai,39.0,"EdgeInfer enables efficient edge intelligence by running small AI models, including embeddings and OnnxModels, on resource-constrained devices like Android, iOS, or MCUs for real-time decision-making. EdgeInfer 旨在资源受限的设备上运行小型 AI 模型（包括向量化和 Onnx 模型），如 Android、iOS 或 MCUs，实现高效的边缘智能，用于实时决策。",Rust,2024-04-17T09:23:00Z,11.0,121,3.0,False,False,2.0,280.0,1.0,False,False
R241,WasmEdge,Yes,WasmEdge/WasmEdge,https://github.com/WasmEdge/WasmEdge,I1,•,•,,,,,•,,,Partially,Continuum,Lightweight & Secure Application Runtime,Supporting Capabilities,Device/Edge,AI/ML Inference in WASM Modules,Supporting Capabilities,Edge/Fog,Cloud-Native & Edge Integration,Supporting Capabilities,Fog/Cloud ,Efficient AI,Infrastructure/Platform,Platform,https://github.com/WasmEdge/WasmEdge/blob/master/docs/architecture.png,edge-iot,8754.0,"WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime for cloud native, edge, and decentralized applications. It powers serverless apps, embedded functions, microservices, smart contracts, and IoT devices.",C++,2025-01-19T23:06:04Z,777.0,3.819,100.0,False,False,787.0,24641.0,1.0,False,False
R242,self,Yes,watson-intu/self,https://github.com/watson-intu/self,I2,,,,,•,,•,,,YES,device ↔ fog,Multimodal Perception & Cognitive Integration,Supporting Capabilities,Device/Edge,Distributed Agent-Oriented Orchestration,Supporting Capabilities,Edge/Fog,Extensible Hybrid Edge–Cloud AI Integration,Supporting Capabilities,Cross-cutting,Robotic,Infrastructure/Platform,,https://github.com/watson-intu/self-docs/blob/94f376527082cfd25c225b2f99a5304d6955576f/faqs/architecture/architecture.md,edge-ai,29.0,Intu is a Cognitive Embodiment Middleware for AI on the edge.,C++,2024-11-29T18:47:35Z,2.0,66,8.0,False,False,27.0,160108.0,1.0,False,False
R247,Vitis-AI,Yes,Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,I2,,•,,,•,•,•,•,,YES,Continuum,Model Compilation & FPGA Acceleration,Supporting Capabilities,Device/Edge,End-to-End AI Deployment Stack,Supporting Capabilities,Fog/Cloud/Edge,Hardware-Optimized Edge AI Runtime,Supporting Capabilities,Cross-cutting,Efficient AI,Infrastructure/Platform,,https://xilinx.github.io/Vitis-AI/3.5/html/docs/workflow.html?highlight=architecture,edge ai,1526.0,"Vitis AI is Xilinx’s development stack for AI inference on Xilinx hardware platforms, including both edge devices and Alveo cards.",Python,2024-09-12T07:20:12Z,3.0,1.253,34.0,False,False,640.0,2361712.0,1.0,False,False
R251,yomo,No,yomorun/yomo,https://github.com/yomorun/yomo,I1,,,,,•,•,•,,,Partially,edge ↔ fog,Low-Latency Edge Stream Processing,Data Capabilities,Edge,WASM-Based Modular Execution,Supporting Capabilities,Cross-cutting,AI-Enabled Real-Time Decision Making,Supporting Capabilities,Edge/Fog,"Real Time Data Processing, Data streaming processing",Infrastructure/Platform,,https://github.com/yomorun/yomo/blob/master/docs/public/yomo-flow-arch.jpg,edge ai,1694.0,"🦖 Stateful Serverless Framework for Geo-distributed Edge AI Infra. with function calling support, write once, run on any model.",Go,2025-01-19T03:38:40Z,141.0,602,18.0,False,False,129.0,68921.0,1.0,False,False
R254,kantv,No,zhouwg/kantv,https://github.com/zhouwg/kantv,I1,•,•,,,•,•,•,,,Partially,edge ↔ fog,Cross-Platform Media Processing,Supporting Capabilities,Device/Edge,Hardware-Accelerated Video Decoding,Supporting Capabilities,Cross-cutting,Multi-Protocol Streaming & Playback,Interface Capability,Device/Edge,Smart Environment,System,,https://github.com/zhouwg/kantv/tree/master?tab=readme-ov-file#software-architecture-of-kantv-android,edge-ai,136.0,"workbench for learing&practising AI tech in real scenario on Android device, powered by GGML(Georgi Gerganov Machine Learning) and NCNN(Tencent NCNN) and FFmpeg",C++,2024-06-17T13:39:23Z,287.0,2.986,41.0,False,False,20.0,1102570.0,1.0,False,False
R257,ztachip,Yes,ztachip/ztachip,https://github.com/ztachip/ztachip,I2,•,•,,•,•,,,,,Partially,device ↔ edge,Custom Edge AI Hardware Acceleration,Supporting Capabilities,Device/Edge,SDK & Runtime for Edge AI Applications,Supporting Capabilities,Edge,Real-Time Vision & ML Inference,Supporting Capabilities,Device/Edge,Computer Vision,Infrastructure/Platform,,https://github.com/ztachip/ztachip/blob/master/Documentation/SoftwareDesign.md,edge ai,239.0,Opensource software/hardware platform to build edge AI solutions deployed on FPGA or custom ASIC hardware.,C++,2024-08-21T03:06:22Z,63.0,413,2.0,False,False,34.0,173338.0,1.0,False,False
R258,auritus,Yes,nesl/auritus,https://github.com/nesl/auritus,I2,•,•,,,•,,•,•,,YES,device ↔ edge,Model Optimization for Earable Edge,Supporting Capabilities,Edge,Hardware-Aware Model Compactness,Supporting Capabilities,Device/Edge,Extendability & Custom Pipeline,Data Capabilities,Cross-cutting,"Audio Analisys, Healthcare",Infrastructure/Platform,,https://github.com/nesl/auritus/blob/main/README.md#framework-architecture,tinyml,20,Auritus: An Open-Source Optimization Toolkit for Training and Development of Human Movement Models and Filters Using Earables,C++,2024-09-17T06:56:53Z,2,61,0.0,False,False,0,145361,1.0,False,False
R259,open-horizon,Yes,motion-ai/open-horizon,https://github.com/motion-ai/open-horizon,I2,,•,,,•,•,,,,Partially,edge ↔ Cloud,Autonomous Policy-Based Workload Orchestration,Supporting Capabilities,Fog/Cloud/Edge,Resilient Offline Edge Operation,Supporting Capabilities,Edge,Secure Lifecycle Management for Edge Services,Supporting Capabilities,Cross-cutting,"Orchestration, Computer Vision",Infrastructure/Platform,,https://github.com/motion-ai/open-horizon/blob/master/docs/PATTERN.md,,,,,,,,,,,,,,,
R261,smart-social-distancing,Yes,galliot-us/smart-social-distancing,https://github.com/galliot-us/smart-social-distancing,I1,•,•,,•,•,,,•,,YES,Continuum,Edge-Based Real-Time Social Distancing Analytics,,Edge,Multi-Hardware AI Acceleration,,Edge,Event-Driven Notification & Data Integration,,Cross-cutting,Computer Vision,System,,https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/,edge-ai,140,"Social Distancing Detector using deep learning and capable to run on edge AI devices such as NVIDIA Jetson, Google Coral, and more.",Python,,0,633,20,False,False,39,,1,False,False
